6.000000000000000000e+00,4.700961317846625853e-01
4.000000000000000000e+00,9.098938523111438359e-01
3.000000000000000000e+00,2.507306878012538487e-01
4.000000000000000000e+00,9.584574190086113665e-01
1.000000000000000000e+00,6.929301448137391573e-01
6.000000000000000000e+00,3.583908308291672284e-02
0.000000000000000000e+00,3.237220988333683325e-01
5.000000000000000000e+00,3.148098037579719621e-01
0.000000000000000000e+00,2.042235857479535177e-03
1.000000000000000000e+00,7.531302254694601794e-01
5.000000000000000000e+00,9.028948691676104144e-01
2.000000000000000000e+00,6.533565426828664702e-01
2.000000000000000000e+00,8.309700154068192512e-01
3.000000000000000000e+00,7.592251766394149115e-01
4.000000000000000000e+00,7.364247747717227455e-01
1.000000000000000000e+00,9.282638497004646050e-01
6.000000000000000000e+00,1.611419449944558879e-01
4.000000000000000000e+00,2.260629928691596513e-01
2.000000000000000000e+00,1.207501570178718397e-01
5.000000000000000000e+00,4.323228643108442126e-01
2.000000000000000000e+00,1.471262565171802539e-01
5.000000000000000000e+00,4.899059843039607065e-01
4.000000000000000000e+00,9.759015509252114695e-01
6.000000000000000000e+00,6.888784525587410279e-02
4.000000000000000000e+00,8.618299845343627696e-01
6.000000000000000000e+00,4.773946307364850261e-01
3.000000000000000000e+00,1.064623154845850683e-01
0.000000000000000000e+00,2.648134340188174063e-01
0.000000000000000000e+00,7.105851917827267217e-01
1.000000000000000000e+00,4.788817199820694093e-01
4.000000000000000000e+00,5.856851779028104943e-02
1.000000000000000000e+00,7.197544726799931514e-02
3.000000000000000000e+00,8.566193837150414270e-01
1.000000000000000000e+00,9.166142662648762984e-01
4.000000000000000000e+00,4.352726578967240911e-01
2.000000000000000000e+00,2.365670097093502955e-01
4.000000000000000000e+00,9.898921449886081136e-01
4.000000000000000000e+00,7.470845487902478821e-01
2.000000000000000000e+00,8.092940160529562554e-01
0.000000000000000000e+00,1.877665285379614968e-02
6.000000000000000000e+00,1.109445105796854625e-01
6.000000000000000000e+00,8.819318862202207843e-02
3.000000000000000000e+00,3.694964143289743985e-01
5.000000000000000000e+00,5.399283180814231642e-01
6.000000000000000000e+00,1.829021320753391189e-01
2.000000000000000000e+00,1.018365952705699851e-01
6.000000000000000000e+00,9.576694634755629210e-01
2.000000000000000000e+00,9.157089904320616647e-01
2.000000000000000000e+00,6.467073290518629003e-01
3.000000000000000000e+00,3.450734571429864284e-01
0.000000000000000000e+00,5.022057496461775905e-01
0.000000000000000000e+00,5.488334670037808838e-02
5.000000000000000000e+00,9.324127834176358931e-01
2.000000000000000000e+00,6.435457477547534832e-02
2.000000000000000000e+00,2.931923877405174794e-01
3.000000000000000000e+00,1.437496249761379685e-01
4.000000000000000000e+00,2.000637350237419732e-01
6.000000000000000000e+00,9.291365996352969336e-01
4.000000000000000000e+00,8.762703720999098778e-02
0.000000000000000000e+00,5.818963517419203368e-01
3.000000000000000000e+00,7.343776906614403188e-01
4.000000000000000000e+00,6.677053625983528917e-01
3.000000000000000000e+00,7.810374658795129488e-01
5.000000000000000000e+00,2.085534446294383670e-01
4.000000000000000000e+00,2.424288318259646413e-01
1.000000000000000000e+00,4.924498006015997076e-01
2.000000000000000000e+00,9.859194747876701692e-01
2.000000000000000000e+00,7.278771869112521387e-02
6.000000000000000000e+00,4.328364624747682576e-02
2.000000000000000000e+00,6.143017154017236248e-01
0.000000000000000000e+00,8.954982060591288873e-01
1.000000000000000000e+00,7.231868125065963326e-01
3.000000000000000000e+00,6.738522062148832870e-01
4.000000000000000000e+00,5.433039071132862441e-01
4.000000000000000000e+00,8.085982892049454751e-01
5.000000000000000000e+00,6.550223780122561568e-01
1.000000000000000000e+00,1.511295487269161963e-01
2.000000000000000000e+00,8.735277086008438330e-01
4.000000000000000000e+00,2.794338845905630642e-01
2.000000000000000000e+00,7.120363100439972559e-01
5.000000000000000000e+00,1.819042709740564812e-01
5.000000000000000000e+00,3.819837125742429063e-01
1.000000000000000000e+00,7.114947998654510553e-01
0.000000000000000000e+00,5.530548969042078378e-01
4.000000000000000000e+00,4.024131296089029641e-01
4.000000000000000000e+00,6.667678029711088250e-02
0.000000000000000000e+00,9.387135563281473472e-01
4.000000000000000000e+00,1.764940424236641769e-01
0.000000000000000000e+00,4.810696015564326355e-01
3.000000000000000000e+00,9.794233802813853140e-01
3.000000000000000000e+00,6.121532572668568761e-01
1.000000000000000000e+00,8.604886492563590394e-01
5.000000000000000000e+00,2.684264664141029488e-01
1.000000000000000000e+00,5.352033539997091971e-02
3.000000000000000000e+00,9.120018490505784614e-01
5.000000000000000000e+00,9.931578221618120317e-01
5.000000000000000000e+00,2.899091898767175435e-01
5.000000000000000000e+00,9.246977182261084671e-02
1.000000000000000000e+00,9.092655363747487174e-01
4.000000000000000000e+00,9.433199493528146018e-01
